EMISSAO;No.DOCTO;No.TITULO;PARCELA;FORNECEDOR;VALOR;VALOR A PAGAR;VENCTO;CTA ORCTO;VALOR;UNIDADE
01/03/2013;10126   ;21529   ;001;10637                LIFESYS INFORMÁTICA                          ;      493,69;            ;10/03/2013;000137 Terceiros de Informatica                          ;      493,69;001
01/03/2013;2372    ;21537   ;001;05498232000135       EBRAM VILELA ADOVGAD ASSOSCIADOS             ;    1.175,01;            ;10/03/2013;000039 Serviço Contratado PJ                             ;    1.175,01;001
16/02/2013;315     ;21541   ;001;07.344.389/0001-31   KLAUSEG ZELADORIA PATRIMONIAL                ;       70,65;            ;10/03/2013;000103 IRRF - PJ - CÓD. 1708 e 3280                      ;       70,65;001
16/02/2013;315     ;21542   ;001;07.344.389/0001-31   KLAUSEG ZELADORIA PATRIMONIAL                ;      141,29;            ;10/03/2013;000104 ISS s/ NFs                                        ;      141,29;001
16/02/2013;315     ;21543   ;001;07.344.389/0001-31   KLAUSEG ZELADORIA PATRIMONIAL                ;      658,79;            ;10/03/2013;000101 INSS s/ NFs                                       ;      658,79;001
16/02/2013;314     ;21546   ;001;07.344.389/0001-31   KLAUSEG ZELADORIA PATRIMONIAL                ;      107,37;            ;10/03/2013;000103 IRRF - PJ - CÓD. 1708 e 3280                      ;      107,37;002
16/02/2013;314     ;21547   ;001;07.344.389/0001-31   KLAUSEG ZELADORIA PATRIMONIAL                ;      322,11;            ;10/03/2013;000104 ISS s/ NFs                                        ;      322,11;001
16/02/2013;314     ;21548   ;001;07.344.389/0001-31   KLAUSEG ZELADORIA PATRIMONIAL                ;    1.052,44;            ;10/03/2013;000101 INSS s/ NFs                                       ;    1.052,44;002
28/02/2013;7664    ;21550   ;001;54.692.645/0001-61   CENTRO DE QUALIDADE ANALITICA                ;       26,31;            ;10/03/2013;000103 IRRF - PJ - CÓD. 1708 e 3280                      ;       26,31;001
28/02/2013;7665    ;21552   ;001;54.692.645/0001-61   CENTRO DE QUALIDADE ANALITICA                ;       26,13;            ;10/03/2013;000103 IRRF - PJ - CÓD. 1708 e 3280                      ;       26,13;002
01/03/2013;519     ;21573   ;001;09106184000143       AMW AUTO PÓSTO LTDA                          ;      545,94;            ;10/03/2013;000005 Combustiveis e Lubrificantes                      ;      394,17;002
;;;;;;;;000005 Combustiveis e Lubrificantes                      ;      151,77;002
04/03/2013;1452    ;21575   ;001;3480                 DISTRIBUIDORA AGUA MINERAL                   ;      425,00;            ;10/03/2013;000006 Copa e Cozinha                                    ;      425,00;001
10/03/2013;1076    ;21576   ;001;48657419000162       AUTO POSTO BOM RODAR LTDA                    ;    6.308,22;            ;10/03/2013;000005 Combustiveis e Lubrificantes                      ;       97,15;001
;;;;;;;;000005 Combustiveis e Lubrificantes                      ;       89,58;001
;;;;;;;;000005 Combustiveis e Lubrificantes                      ;      123,01;001
;;;;;;;;000005 Combustiveis e Lubrificantes                      ;        6,31;001
;;;;;;;;000005 Combustiveis e Lubrificantes                      ;       32,17;001
;;;;;;;;000005 Combustiveis e Lubrificantes                      ;    4.647,90;001
;;;;;;;;000005 Combustiveis e Lubrificantes                      ;      459,23;001
;;;;;;;;000005 Combustiveis e Lubrificantes                      ;      187,98;001
;;;;;;;;000005 Combustiveis e Lubrificantes                      ;      460,50;002
;;;;;;;;000005 Combustiveis e Lubrificantes                      ;      204,39;002
28/02/2013;3960    ;21579   ;001;46629986000164       LAB DE ANALISES CLINICAS OSWALDO CRUZ        ;      159,62;            ;10/03/2013;000103 IRRF - PJ - CÓD. 1708 e 3280                      ;      159,62;001
28/02/2013;3960    ;21580   ;001;46629986000164       LAB DE ANALISES CLINICAS OSWALDO CRUZ        ;      212,82;            ;10/03/2013;000104 ISS s/ NFs                                        ;      212,82;001
05/03/2013;0503    ;21591   ;001;60890928000110       SIND EMPREG ESTAB SERV SAUDE SP              ;      158,71;            ;10/03/2013;000028 Sindicatos                                        ;      158,71;002
11/03/2013;1103    ;21612   ;001;171VR                ABCDT ASSOC BRAS CENTROS DE DIALISE          ;       85,25;            ;10/03/2013;000096 Associações                                       ;       85,25;001
28/02/2013;5355    ;21630   ;001;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;    1.005,33;            ;10/03/2013;000101 INSS s/ NFs                                       ;    1.005,33;001
26/02/2013;28273   ;21635   ;001;60.840.055/0001-31   FLEURY S/A                                   ;       30,54;            ;10/03/2013;000103 IRRF - PJ - CÓD. 1708 e 3280                      ;       30,54;001
20/02/2013;36242   ;21637   ;001;65.045.486/0001-20   SOESP ODONTO SISTEMA ODONTOLOGICO E SERV PREV;    1.049,22;            ;10/03/2013;000088 Convênio Odontologico                             ;       73,13;001
;;;;;;;;000088 Convênio Odontologico                             ;       48,79;001
;;;;;;;;000088 Convênio Odontologico                             ;      732,15;001
;;;;;;;;000088 Convênio Odontologico                             ;      195,15;001
28/02/2013;165485  ;21744   ;001;76097831000195       LABORATORIO ALVARO LTDA                      ;       52,61;            ;10/03/2013;000103 IRRF - PJ - CÓD. 1708 e 3280                      ;       52,61;001
21/01/2013;66443   ;21098   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;    1.377,08;            ;11/03/2013;000053 Estoque Material Limpeza                          ;    1.377,08;001
09/02/2013;59881   ;21283   ;001;10677                PRODUMED SERVIÇOS IND                        ;      315,29;            ;11/03/2013;000032 Serviço de Esterelização                          ;      315,29;001
21/02/2013;47438   ;21426   ;001;55230957000116       ALVES LIMA COM. E ESTERELIZAÇÃO MAT. MEDICOS ;      157,00;            ;11/03/2013;000032 Serviço de Esterelização                          ;      157,00;001
18/02/2013;13839   ;21446   ;001;67272203000108       PORTOGAS OXIGENIO DO VALE GASES IND E MED LTD;    1.911,00;            ;11/03/2013;000024 Material de uso e consumo                         ;    1.911,00;001
23/02/2013;47613   ;21447   ;001;55230957000116       ALVES LIMA COM. E ESTERELIZAÇÃO MAT. MEDICOS ;      130,50;            ;11/03/2013;000032 Serviço de Esterelização                          ;      130,50;001
27/02/2013;2702    ;21472   ;001;0002                 FÉRIAS                                       ;    2.305,65;            ;11/03/2013;000092 Férias                                            ;    2.305,65;001
19/02/2013;12509   ;21497   ;001;07815684000129       MARIANA DE JESUS NASCIMENTO ME               ;      290,00;            ;11/03/2013;000002 Alimentação Pacientes                             ;      290,00;001
11/03/2013;1103    ;21602   ;001;6664                 NEFROCOR S/C LTDA.                           ;      344,31;            ;11/03/2013;000014 Serviços Médicos / Plantonistas                   ;      344,31;002
11/03/2013;712     ;21650   ;001;01465984000300       A.F.MOLICA - EPP                             ;      197,88;            ;11/03/2013;000017 Eventos                                           ;      131,91;001
;;;;;;;;000017 Eventos                                           ;       33,00;001
;;;;;;;;000017 Eventos                                           ;       32,97;002
26/02/2013;13953   ;21393   ;001;67272203000108       PORTOGAS OXIGENIO DO VALE GASES IND E MED LTD;      188,10;            ;12/03/2013;000024 Material de uso e consumo                         ;      188,10;002
20/02/2013;13943   ;21394   ;001;67272203000108       PORTOGAS OXIGENIO DO VALE GASES IND E MED LTD;      700,00;            ;12/03/2013;000024 Material de uso e consumo                         ;      700,00;002
25/02/2013;2502    ;21440   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;    1.004,94;            ;12/03/2013;000131 IPTU                                              ;        6,03;002
;;;;;;;;000131 IPTU                                              ;       25,12;002
;;;;;;;;000131 IPTU                                              ;       14,77;002
;;;;;;;;000131 IPTU                                              ;        0,60;002
;;;;;;;;000131 IPTU                                              ;        5,73;002
;;;;;;;;000131 IPTU                                              ;      581,87;002
;;;;;;;;000131 IPTU                                              ;       37,18;002
;;;;;;;;000131 IPTU                                              ;      333,64;002
11/03/2013;1103    ;21643   ;001;02449992005638       VIVO S.A                                     ;    1.825,42;            ;12/03/2013;000134 Telefonia                                         ;       10,95;001
;;;;;;;;000134 Telefonia                                         ;       29,75;001
;;;;;;;;000134 Telefonia                                         ;       71,92;001
;;;;;;;;000134 Telefonia                                         ;        3,65;001
;;;;;;;;000134 Telefonia                                         ;       19,17;001
;;;;;;;;000134 Telefonia                                         ;      740,76;001
;;;;;;;;000134 Telefonia                                         ;      401,59;001
;;;;;;;;000134 Telefonia                                         ;      547,63;001
17/01/2012;263880  ;17162   ;003;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;   20.723,57;            ;13/03/2013;000066 Imob. Maquinas e Equipamentos                     ;   20.723,57;001
17/01/2012;263881  ;17163   ;003;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;   10.361,79;            ;13/03/2013;000066 Imob. Maquinas e Equipamentos                     ;   10.361,79;001
17/01/2012;263882  ;17164   ;003;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;   20.723,57;            ;13/03/2013;000066 Imob. Maquinas e Equipamentos                     ;   20.723,57;001
11/02/2013;257115  ;21325   ;003;82.641.325/0018-66   CREMER S. A.                                 ;    1.617,03;            ;13/03/2013;000047 Estoque Hemo                                      ;    1.617,03;001
14/02/2013;137521  ;21334   ;001;10747                MECANO PACK EMBALAGENS                       ;      241,80;            ;13/03/2013;000047 Estoque Hemo                                      ;      241,80;001
04/03/2013;0403    ;21518   ;001;34.028.316/7101-51   EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS  ;      650,87;            ;13/03/2013;000007 Correios e Telegrafos                             ;      650,87;001
07/03/2013;298     ;21608   ;001;05915971000185       WASH SAFETY SERV PERSONALIZADO               ;      586,40;            ;13/03/2013;000036 Serviço de Lavanderia                             ;      469,12;001
;;;;;;;;000036 Serviço de Lavanderia                             ;      117,28;002
13/03/2013;1303    ;21647   ;001;6760                 CENTRO DE DIAGNOSTICO                        ;    4.750,00;            ;13/03/2013;000014 Serviços Médicos / Plantonistas                   ;    4.750,00;001
21/12/2011;251643  ;16707   ;017;546                  BANCO FIAT S.A.                              ;      715,20;            ;14/03/2013;000073 Imob. Veiculos                                    ;      214,56;001
;;;;;;;;000073 Imob. Veiculos                                    ;      286,08;001
;;;;;;;;000073 Imob. Veiculos                                    ;      214,56;001
21/12/2011;251644  ;16708   ;016;546                  BANCO FIAT S.A.                              ;      715,20;            ;14/03/2013;000073 Imob. Veiculos                                    ;      500,64;002
;;;;;;;;000073 Imob. Veiculos                                    ;      214,56;002
26/10/2012;67      ;20246   ;005;661181420006-70      PERENNE EQUIP. E SISTEMAS DE AGUA            ;      416,14;            ;14/03/2013;000021 Manutenção Equip. (Corretiva)                     ;      416,14;001
30/10/2012;908     ;20250   ;005;661181420006-70      PERENNE EQUIP. E SISTEMAS DE AGUA            ;    3.450,31;            ;14/03/2013;000021 Manutenção Equip. (Corretiva)                     ;       64,52;001
;;;;;;;;000066 Imob. Maquinas e Equipamentos                     ;    3.385,79;001
07/12/2012;0712    ;20694   ;004;13                   ABRIL SA                                     ;       35,00;            ;14/03/2013;000003 Assinaturas de Jornais ou Revistas                ;       35,00;001
24/01/2013;26643   ;21188   ;001;53.611.125/0001-14   CENTROVALE COM. E PRODUTOS HOSPITALARES LTDA ;    3.920,00;            ;14/03/2013;000051 Estoque Hemo - MEDICAMENTOS                       ;    3.920,00;001
14/02/2013;308     ;21365   ;001;08.384.839/0001-82   N.A. PEREIRA FILHO E COMPANHIA LTDA ME       ;      362,90;            ;14/03/2013;000021 Manutenção Equip. (Corretiva)                     ;      362,90;001
18/02/2013;91      ;21399   ;001;15.514.846/0001-17   T.F. FERRERA MEDIC ESPECIALIZADO             ;      680,00;            ;14/03/2013;000047 Estoque Hemo                                      ;      680,00;001
18/02/2013;213014  ;21407   ;001;53246997000635       MACROMED C.M. MED. HOSP. LTDA                ;      796,70;            ;14/03/2013;000047 Estoque Hemo                                      ;      796,70;001
15/02/2013;29065   ;21408   ;001;55.309.074/0001-04   CIRURGICA SÃO JOSÉ LTDA.                     ;      450,00;            ;14/03/2013;000047 Estoque Hemo                                      ;      450,00;001
25/02/2013;2502    ;21441   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;      237,02;      237,02;14/03/2013;000131 IPTU                                              ;        1,42;002
;;;;;;;;000131 IPTU                                              ;        5,93;002
;;;;;;;;000131 IPTU                                              ;        3,48;002
;;;;;;;;000131 IPTU                                              ;        0,15;002
;;;;;;;;000131 IPTU                                              ;        1,35;002
;;;;;;;;000131 IPTU                                              ;      137,23;002
;;;;;;;;000131 IPTU                                              ;        8,77;002
;;;;;;;;000131 IPTU                                              ;       78,69;002
25/02/2013;24687   ;21489   ;001;03.794.894/0001-27   SUPERMED COM E IMP PROD MED E HOSPITALAR LTDA;    1.392,00;            ;14/03/2013;000047 Estoque Hemo                                      ;    1.392,00;001
28/02/2013;7664    ;21549   ;001;54.692.645/0001-61   CENTRO DE QUALIDADE ANALITICA                ;    1.727,69;            ;14/03/2013;000039 Serviço Contratado PJ                             ;    1.727,69;001
28/02/2013;7665    ;21551   ;001;54.692.645/0001-61   CENTRO DE QUALIDADE ANALITICA                ;    1.715,87;            ;14/03/2013;000039 Serviço Contratado PJ                             ;    1.715,87;002
21/01/2013;3722    ;21649   ;001;05370489000107       CENTRAL DE CURSOS E EVENTOS S/C LTDA         ;      315,58;            ;14/03/2013;000008 Cursos e Especializações                          ;      315,58;001
14/03/2013;1403    ;21651   ;001;VCH45                FBV ALUGUEL                                  ;   26.531,78;            ;14/03/2013;000111 Alugueis (Tté e SJC)                              ;      159,19;002
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      663,29;002
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      390,02;002
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;       15,92;002
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      151,23;002
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;   15.361,90;002
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      981,68;002
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;    8.808,55;002
14/03/2013;1403    ;21652   ;001;03817439000108       EXLOG  DISTRIBUIÇÃO LTDA                     ;       77,90;            ;14/03/2013;000115 Frete e Trasnporte                                ;       77,90;001
17/11/2011;1711    ;16356   ;017;5555555555555        BANCO SANTANDER (BRASIL)                     ;   20.411,84;            ;15/03/2013;000030 Emprestimo Santander                              ;    1.020,59;001
;;;;;;;;000030 Emprestimo Santander                              ;      122,47;001
;;;;;;;;000030 Emprestimo Santander                              ;      224,53;001
;;;;;;;;000030 Emprestimo Santander                              ;      224,53;001
;;;;;;;;000030 Emprestimo Santander                              ;    2.000,36;001
;;;;;;;;000030 Emprestimo Santander                              ;    1.147,15;001
;;;;;;;;000030 Emprestimo Santander                              ;       61,22;001
;;;;;;;;000030 Emprestimo Santander                              ;      302,10;001
;;;;;;;;000030 Emprestimo Santander                              ;   10.491,69;001
;;;;;;;;000030 Emprestimo Santander                              ;    2.082,01;001
;;;;;;;;000030 Emprestimo Santander                              ;    2.735,19;001
21/12/2011;5       ;16720   ;017;00.250.813/0001-30   ECOZON PLUS LTDA                             ;    1.015,10;            ;15/03/2013;000066 Imob. Maquinas e Equipamentos                     ;    1.015,10;001
22/12/2011;779     ;16721   ;017;09.051.083/0001-12   VEXER IND. E COM. DE EQUIPAMENTOS LTDA       ;    1.531,74;            ;15/03/2013;000066 Imob. Maquinas e Equipamentos                     ;    1.301,98;001
;;;;;;;;000066 Imob. Maquinas e Equipamentos                     ;      229,76;002
23/09/2010;611342  ;16722   ;017;546                  BANCO FIAT S.A.                              ;      708,06;            ;15/03/2013;000073 Imob. Veiculos                                    ;      708,06;001
22/12/2011;9271    ;16723   ;017;546                  BANCO FIAT S.A.                              ;      886,65;            ;15/03/2013;000073 Imob. Veiculos                                    ;      266,00;001
;;;;;;;;000073 Imob. Veiculos                                    ;      354,65;001
;;;;;;;;000073 Imob. Veiculos                                    ;      266,00;001
27/12/2011;5696    ;16783   ;017;64667512000199       PIXEON MEDICAL SYSTEM COMERC LTDA            ;      231,51;            ;15/03/2013;000072 Imob. Software                                    ;      177,50;001
;;;;;;;;000072 Imob. Software                                    ;        7,99;001
;;;;;;;;000072 Imob. Software                                    ;       46,02;001
30/11/2011;126776  ;16837   ;016;6611040400146        STR COMERCIAL LTDA                           ;      943,35;            ;15/03/2013;000066 Imob. Maquinas e Equipamentos                     ;      943,35;001
18/05/2012;1579    ;18871   ;010;11146212000106       TCRA DISTRIBUIÇÃO S/A                        ;      301,04;            ;15/03/2013;000066 Imob. Maquinas e Equipamentos                     ;      301,04;001
04/02/2013;50      ;21234   ;001;08771128000160       KR ASSISTENCIA MEDICA SS LTDA                ;      535,84;            ;15/03/2013;000105 Retenção 4,65% s/ NFs - CÓD. 5952                 ;      535,84;001
14/02/2013;4143    ;21373   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;      129,62;            ;15/03/2013;000105 Retenção 4,65% s/ NFs - CÓD. 5952                 ;      129,62;001
14/02/2013;4142    ;21378   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;       49,77;            ;15/03/2013;000105 Retenção 4,65% s/ NFs - CÓD. 5952                 ;       49,77;002
18/02/2013;5548    ;21406   ;001;68079854/001-49      BIORTECH COM HOSPITALARES                    ;      460,00;            ;15/03/2013;000047 Estoque Hemo                                      ;      460,00;001
16/01/2013;240     ;21435   ;001;04.788.237/0001-30   WM & V8 COMERCIO LTDA                        ;      750,00;            ;15/03/2013;000027 Publicidade e Propaganda                          ;      750,00;002
22/02/2013;293     ;21449   ;001;00.250.813/0001-30   ECOZON PLUS LTDA                             ;      372,00;            ;15/03/2013;000021 Manutenção Equip. (Corretiva)                     ;      372,00;001
25/02/2013;55      ;21468   ;001;10965                VALENS SERV. MÉDICOS                         ;      380,62;            ;15/03/2013;000105 Retenção 4,65% s/ NFs - CÓD. 5952                 ;      380,62;002
20/02/2013;4221    ;21477   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;    1.505,63;            ;15/03/2013;000105 Retenção 4,65% s/ NFs - CÓD. 5952                 ;    1.505,63;001
20/02/2013;4220    ;21482   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;      578,07;            ;15/03/2013;000105 Retenção 4,65% s/ NFs - CÓD. 5952                 ;      578,07;002
26/02/2013;10892   ;21492   ;001;64.802.739/0001-08   CROMATO PRODUTOS QUÍMICOS                    ;    2.800,00;            ;15/03/2013;000047 Estoque Hemo                                      ;    2.800,00;001
16/02/2013;315     ;21539   ;001;07.344.389/0001-31   KLAUSEG ZELADORIA PATRIMONIAL                ;    5.865,27;            ;15/03/2013;000041 Serviço Vigilância                                ;      293,26;001
;;;;;;;;000041 Serviço Vigilância                                ;       35,19;001
;;;;;;;;000041 Serviço Vigilância                                ;       64,52;001
;;;;;;;;000041 Serviço Vigilância                                ;       64,52;001
;;;;;;;;000041 Serviço Vigilância                                ;      574,80;001
;;;;;;;;000041 Serviço Vigilância                                ;      329,62;001
;;;;;;;;000041 Serviço Vigilância                                ;       17,60;001
;;;;;;;;000041 Serviço Vigilância                                ;       86,81;001
;;;;;;;;000041 Serviço Vigilância                                ;    2.428,22;001
;;;;;;;;000041 Serviço Vigilância                                ;    1.184,78;001
;;;;;;;;000041 Serviço Vigilância                                ;      785,95;001
16/02/2013;315     ;21540   ;001;07.344.389/0001-31   KLAUSEG ZELADORIA PATRIMONIAL                ;      328,50;            ;15/03/2013;000105 Retenção 4,65% s/ NFs - CÓD. 5952                 ;      328,50;001
16/02/2013;314     ;21545   ;001;07.344.389/0001-31   KLAUSEG ZELADORIA PATRIMONIAL                ;      499,26;            ;15/03/2013;000105 Retenção 4,65% s/ NFs - CÓD. 5952                 ;      499,26;001
28/02/2013;3960    ;21578   ;001;46629986000164       LAB DE ANALISES CLINICAS OSWALDO CRUZ        ;      494,81;            ;15/03/2013;000105 Retenção 4,65% s/ NFs - CÓD. 5952                 ;      494,81;001
06/03/2013;300936  ;21636   ;001;49930514000135       SODEXHO DO BRASIL                            ;    9.450,00;            ;15/03/2013;000089 Vale Alimentação func                             ;      178,61;001
;;;;;;;;000089 Vale Alimentação func                             ;       88,83;001
;;;;;;;;000089 Vale Alimentação func                             ;      356,27;001
;;;;;;;;000089 Vale Alimentação func                             ;       44,42;001
;;;;;;;;000089 Vale Alimentação func                             ;      267,44;001
;;;;;;;;000089 Vale Alimentação func                             ;      406,29;001
;;;;;;;;000089 Vale Alimentação func                             ;       21,74;001
;;;;;;;;000089 Vale Alimentação func                             ;      106,79;001
;;;;;;;;000089 Vale Alimentação func                             ;    5.393,12;001
;;;;;;;;000089 Vale Alimentação func                             ;      891,14;001
;;;;;;;;000089 Vale Alimentação func                             ;      267,44;001
;;;;;;;;000089 Vale Alimentação func                             ;       66,15;002
;;;;;;;;000089 Vale Alimentação func                             ;        2,84;002
;;;;;;;;000089 Vale Alimentação func                             ;       19,85;002
;;;;;;;;000089 Vale Alimentação func                             ;      979,97;002
;;;;;;;;000089 Vale Alimentação func                             ;      179,55;002
;;;;;;;;000089 Vale Alimentação func                             ;      179,55;002
15/02/2013;373     ;21640   ;001;61.092.565/0001-30   MADIS RODBEL SOLU DE PONTO E ACESSO LTDA     ;      143,00;            ;15/03/2013;000021 Manutenção Equip. (Corretiva)                     ;      143,00;002
15/03/2013;1503    ;21654   ;001;05570714000159       KABUM S/A                                    ;      599,00;            ;15/03/2013;000061 Imob. Computadores e Periféricos                  ;      599,00;001
15/03/2013;1503    ;21655   ;001;5711                 COMEVAP                                      ;      330,00;            ;15/03/2013;000002 Alimentação Pacientes                             ;      330,00;001
15/03/2013;150313  ;21656   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;      728,28;            ;15/03/2013;000131 IPTU                                              ;        4,37;002
;;;;;;;;000131 IPTU                                              ;       18,20;002
;;;;;;;;000131 IPTU                                              ;       10,71;002
;;;;;;;;000131 IPTU                                              ;        0,44;002
;;;;;;;;000131 IPTU                                              ;        4,15;002
;;;;;;;;000131 IPTU                                              ;      421,67;002
;;;;;;;;000131 IPTU                                              ;       26,95;002
;;;;;;;;000131 IPTU                                              ;      241,79;002
15/02/2013;29066   ;21409   ;001;55.309.074/0001-04   CIRURGICA SÃO JOSÉ LTDA.                     ;    1.554,00;            ;16/03/2013;000047 Estoque Hemo                                      ;    1.554,00;001
22/01/2013;3788    ;21140   ;002;05852138000132       LF Wolf Arias Hospitalares Ltda              ;    5.004,00;            ;17/03/2013;000047 Estoque Hemo                                      ;    5.004,00;001
22/01/2013;40839   ;21142   ;003;58.430.828/0001-60   BLAUSIEGEL INDUSTRIA E COMERCIO LTDA         ;    3.183,84;            ;17/03/2013;000051 Estoque Hemo - MEDICAMENTOS                       ;    3.183,84;001
11/02/2013;41219   ;21320   ;001;58.430.828/0001-60   BLAUSIEGEL INDUSTRIA E COMERCIO LTDA         ;    1.910,00;            ;17/03/2013;000051 Estoque Hemo - MEDICAMENTOS                       ;    1.910,00;001
19/02/2013;27171   ;21396   ;001;53.611.125/0001-14   CENTROVALE COM. E PRODUTOS HOSPITALARES LTDA ;      245,90;            ;17/03/2013;000047 Estoque Hemo                                      ;      245,90;001
07/01/2010;1712    ;8499    ;028;158678               CAIXA ECONOMICA FEDERAL                      ;   76.271,14;   76.271,14;17/03/2013;000030 Emprestimo C.E.F.                                 ;   76.271,14;002
22/01/2013;83613   ;21137   ;001;49.351.786/0001-80   BAXTER HOSPITALAR LTDA                       ;   14.349,70;            ;18/03/2013;000047 Estoque Hemo                                      ;   14.349,70;001
18/02/2013;92      ;21398   ;001;15.514.846/0001-17   T.F. FERRERA MEDIC ESPECIALIZADO             ;      707,50;            ;18/03/2013;000047 Estoque Hemo                                      ;      707,50;001
21/02/2013;312078  ;21496   ;001;01.310.222/0001-73   CIRURGICA MAFRA LTDA.                        ;      389,00;            ;18/03/2013;000051 Estoque Hemo - MEDICAMENTOS                       ;      389,00;001
22/02/2013;41219   ;21498   ;001;56.036.718/0001-92   CENTERLAB CENTROAL DE LABORATÓRIOS LTDA      ;      147,30;            ;18/03/2013;000048 Estoque Laboratório                               ;      147,30;001
14/02/2013;282408  ;21507   ;001;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;       43,38;            ;18/03/2013;000024 Material de uso e consumo                         ;       43,38;001
28/02/2013;47993   ;21519   ;001;55230957000116       ALVES LIMA COM. E ESTERELIZAÇÃO MAT. MEDICOS ;      120,00;            ;18/03/2013;000032 Serviço de Esterelização                          ;      120,00;001
01/03/2013;4349    ;21557   ;001;65.051.294/0001-26   MICROLIN-MICROBIOLOGIA                       ;      278,30;            ;18/03/2013;000034 Serviço de Laboratório                            ;      213,37;001
;;;;;;;;000034 Serviço de Laboratório                            ;        9,60;001
;;;;;;;;000034 Serviço de Laboratório                            ;       55,33;001
11/03/2013;1103    ;21610   ;001;333333333333333333   ALLIANZ SEGUROS S/A                          ;      366,56;            ;18/03/2013;000114 Seguros Automovel                                 ;      366,56;002
18/02/2013;66246   ;21639   ;001;61.092.565/0001-30   MADIS RODBEL SOLU DE PONTO E ACESSO LTDA     ;      330,00;            ;18/03/2013;000021 Manutenção Equip. (Corretiva)                     ;      330,00;002
15/03/2013;36247881;21682   ;001;02449992005638       VIVO S.A                                     ;      519,86;            ;18/03/2013;000134 Telefonia                                         ;        3,12;001
;;;;;;;;000134 Telefonia                                         ;        8,47;001
;;;;;;;;000134 Telefonia                                         ;       20,48;001
;;;;;;;;000134 Telefonia                                         ;        1,04;001
;;;;;;;;000134 Telefonia                                         ;        5,46;001
;;;;;;;;000134 Telefonia                                         ;      210,96;001
;;;;;;;;000134 Telefonia                                         ;      114,37;001
;;;;;;;;000134 Telefonia                                         ;      155,96;001
15/03/2013;36247900;21683   ;001;02449992005638       VIVO S.A                                     ;       11,29;            ;18/03/2013;000134 Telefonia                                         ;        0,07;001
;;;;;;;;000134 Telefonia                                         ;        0,18;001
;;;;;;;;000134 Telefonia                                         ;        0,44;001
;;;;;;;;000134 Telefonia                                         ;        0,03;001
;;;;;;;;000134 Telefonia                                         ;        0,12;001
;;;;;;;;000134 Telefonia                                         ;        4,58;001
;;;;;;;;000134 Telefonia                                         ;        2,48;001
;;;;;;;;000134 Telefonia                                         ;        3,39;001
15/03/2013;36259300;21691   ;001;02449992005638       VIVO S.A                                     ;      808,42;            ;18/03/2013;000134 Telefonia                                         ;        4,85;001
;;;;;;;;000134 Telefonia                                         ;       13,18;001
;;;;;;;;000134 Telefonia                                         ;       31,85;001
;;;;;;;;000134 Telefonia                                         ;        1,61;001
;;;;;;;;000134 Telefonia                                         ;        8,49;001
;;;;;;;;000134 Telefonia                                         ;      328,06;001
;;;;;;;;000134 Telefonia                                         ;      177,85;001
;;;;;;;;000134 Telefonia                                         ;      242,53;001
18/03/2013;39018317;21703   ;001;02449992005638       VIVO S.A                                     ;      175,84;            ;18/03/2013;000134 Telefonia                                         ;        1,23;002
;;;;;;;;000134 Telefonia                                         ;        0,05;002
;;;;;;;;000134 Telefonia                                         ;        0,48;002
;;;;;;;;000134 Telefonia                                         ;       52,75;002
;;;;;;;;000134 Telefonia                                         ;       15,83;002
;;;;;;;;000134 Telefonia                                         ;      105,50;002
18/03/2013;1803    ;21707   ;001;056576               VALE TRANSPORTE                              ;    3.234,59;            ;18/03/2013;000130 Vale Transporte                                   ;      222,54;002
;;;;;;;;000130 Vale Transporte                                   ;    2.205,99;002
;;;;;;;;000130 Vale Transporte                                   ;      806,06;002
18/03/2013;1803    ;21708   ;001;056576               VALE TRANSPORTE                              ;    2.586,22;            ;18/03/2013;000130 Vale Transporte                                   ;      625,87;001
;;;;;;;;000130 Vale Transporte                                   ;      143,28;001
;;;;;;;;000130 Vale Transporte                                   ;    1.158,89;001
;;;;;;;;000130 Vale Transporte                                   ;      518,52;001
;;;;;;;;000130 Vale Transporte                                   ;      139,66;001
